"","N","S","alpha","H","D","UniqueCounts","J","HD","sample.no","sample.name","eco","lat","long","form"
"962",46,9,3.34350405291217,5.38339035528042,3.87640449438202,5,0.766111198017529,0.32841030595739,"962","La Ascension","Nearctic","26.38751","-111.60112","bats"
"963",59,5,1.30417983231876,3.77059632672683,3.33528265107212,3,0.824656332218868,0.122675737080474,"963","Kerala Agricultural University","Indomalaya","10.233343","76.216675","bats"
"964",969,4,0.532888768620701,1.90824823938189,1.65413183790075,4,0.466124430123971,0.142909367110898,"964","Laboratorio del Desierto (dung pats)","Nearctic","26.675011","-103.750008","scarab beetles"
"965",1537,5,0.642661751137744,2.12678215310896,1.94324113873309,5,0.468865624050478,0.0902528420902577,"965","Laboratorio del Desierto (pitfall trap site 1)","Nearctic","26.675011","-103.750008","scarab beetles"
"966",140,7,1.55076109644314,2.69711464786989,2.25127255900046,5,0.509880969140574,0.180686914547583,"966","El Jaralillo Cattle Ranch (July)","Nearctic","24.199177","-104.298622","scarab beetles"
"967",3240,25,3.6875916381583,9.02352645947438,4.91775438688569,21,0.683417235515777,0.606983216819306,"967","Serranía de Coroza (dry forest, rainy season)","Neotropic","9.489177","-75.377785","scarab beetles"
"968",177,8,1.72361074630249,4.65050181308218,3.49943832846551,7,0.739128799613631,0.284372652532353,"968","Refugio del Oso de Anteojos","Neotropic","4.296121","-73.68029","scarab beetles"
"969",571,16,3.05598703197133,3.32699000814403,1.89820485005424,10,0.433554383355413,0.56115936997712,"969","Douradinho Farm (gallery forest, pitfall traps)","Neotropic","-18.437508","-50.664169","ants"
"970",3301,45,7.36861700864995,6.2168261751424,3.69012977598314,20,0.480016161191808,0.521597888215273,"970","Ceske Budejovice","Palearctic","48.966679","14.466677","ground beetles"
"971",47387,25,2.54245183597852,7.00356438016204,4.60233551619508,24,0.604689128293457,0.419855321064062,"971","Northeastern Tochigi Prefecture","Palearctic","36.800011","139.93335","scarab beetles"
"972",203,16,4.07247064180405,13.9039595835864,13.6323138297872,12,0.949355972123157,0.0197306703263888,"972","Nyika National Park (Area 1)","Afrotropic","-10.666677","33.833344","frogs"
"973",281,19,4.60277790351416,6.7978760528754,4.29101221640489,9,0.650925433261773,0.460087565238238,"973","Iberá lagoon (Winkler)","Neotropic","-28.400009","-57.233341","ants"
"974",3338,13,1.71655141795088,2.67856842482906,1.95615636879241,12,0.384133308167314,0.314300970400579,"974","Boutazarte","Palearctic","31.333344","-9.80001","ants"
"975",9176,13,1.48982629395093,2.90900364067222,2.34127643168045,13,0.416308660413183,0.217114366760843,"975","Lahssinate","Palearctic","31.333344","-9.80001","ants"
"976",1019,41,8.56423378150031,14.0654217907044,9.26330547221032,22,0.711907398773797,0.417658482762626,"976","Danum Valley Conservation Area (wet season, primary forest)","Indomalaya","5.00001","117.833344","butterflies"
"977",783,63,16.1461319718179,30.5068590890849,20.9178054113146,25,0.824967511851443,0.377350816659459,"977","Tsarakibany","Afrotropic","-12.4649","49.1021","butterflies"
"978",740,39,8.76970404414067,22.8874216462159,16.8347494150967,26,0.854520215285788,0.307142318819344,"978","Huay Kha Khaeng Wildlife Sanctuary (undisturbed)","Indomalaya","15.60001","99.333344","butterflies"
"979",337,61,21.7685098419717,42.3200582619546,37.5437665782493,17,0.911062048604722,0.119753803061629,"979","Kakum Forest (primary forest transect)","Afrotropic","5.36001","-1.369177","butterflies"
"980",298,39,11.9912744049835,31.2536791868131,29.1138157894737,15,0.939560306530329,0.0709242723224914,"980","Trishna Wildlife Sanctuary I","Indomalaya","23.435566","91.469734","butterflies"
"982",252,33,10.1490620719431,17.8856197275806,11.5761346998536,15,0.824822189599531,0.435051397407516,"982","Beaver Meadows (aspen)","Nearctic","40.369999","-105.599998","butterflies"
"983",641,51,13.0217708428131,20.8716918810291,11.7614678899083,20,0.772769209327433,0.573565030162241,"983","La Bocana","Neotropic","13.20001","-88.050011","butterflies"
"984",1060,132,39.7588802543821,58.7626190067728,34.7858692283855,27,0.834255819946676,0.524294673902986,"984","Agricultural College of Frederico Westphalen","Neotropic","-27.35001","-53.383343","butterflies"
"985",726,127,44.5555359044243,68.2384828372023,46.5302333804809,22,0.871768285331538,0.382906388644069,"985","Regional Integrated University of High Uruguay and Missions","Neotropic","-27.35001","-53.383343","butterflies"
"986",184,34,12.2609881695669,20.083822920587,12.8421052631579,12,0.850711275904106,0.447185415067324,"986","Uljin-gun (unburned, 2007)","Palearctic","36.875286","129.396957","butterflies"
"987",858,12,1.97485004740233,3.00386878350995,2.02671951401024,9,0.442632745359859,0.393482569396744,"987","Belair National Park (first season)","Australasia","-35.00473","138.638062","butterflies"
"988",30111,46,5.32366726879827,12.1082914351084,7.6440575986059,40,0.651377395331166,0.459961899013062,"988","Ostergötland","Palearctic","58.333344","15.70001","butterflies"
"989",555,29,6.50511169612872,19.204066496926,15.4305931948208,18,0.877595020611761,0.218769943433958,"989","Narapaka Village","Indomalaya","17.70001","83.333344","butterflies"
"990",2552,184,45.4905446983075,57.0999490366617,26.5402007387054,40,0.775618993624624,0.766142631629605,"990","Baishuijiang Natural Reserve","Palearctic","32.758343","104.858345","butterflies"
"991",1459,37,6.90571795891606,10.0591595375782,5.32425776029074,22,0.639306589641831,0.63621030206789,"991","Kasagala Plot 1","Afrotropic","1.233343","32.291676","trees"
"992",710,47,11.3108302667406,15.7752514078639,9.06714939298966,21,0.71645106389744,0.553784420316944,"992","Cooum River Bank","Indomalaya","13.08","80.269997","trees"
"993",178,28,9.33653403853066,10.3847439136084,5.82796892341842,10,0.702339184350734,0.57766924173677,"993","Lentor Forest","Indomalaya","1.384177","103.834175","trees"
"994",300,45,14.682258440155,15.3752238236355,8.38474481211441,13,0.717888013073187,0.606343410265754,"994","Ti Thay Khi","Indomalaya","15.191677","98.291679","trees"
"995",4897,31,4.42178959964696,5.0483886691658,2.80751762389538,20,0.471483736120068,0.586768431914612,"995","Dan kada Dodo-Dan Gado","Afrotropic","13.516677","7.641677","trees"
"996",7894,76,11.6575505350502,18.6530147010663,9.22437096610865,50,0.675637946113489,0.70415877955028,"996","Chichibu Mountains","Palearctic","35.936954","138.805008","trees"
"997",1249,54,11.4960762567184,11.516891563067,4.46444487724403,23,0.612640903231283,0.947669910268089,"997","Fathala Forest","Afrotropic","13.65001","-16.466677","trees"
"998",505,33,7.90990481031385,11.3521695848753,6.61400135128112,16,0.694810131482615,0.540220059646716,"998","Sierra de Huautla Biosphere Reserve (trees)","Neotropic","18.454178","-98.496399","trees"
"999",369,31,8.06186425133514,17.1392679677622,12.6789915966387,17,0.827426555214808,0.30142578449121,"999","Sierra de Huautla Biosphere Reserve (birds)","Neotropic","18.454178","-98.496399","birds"
"1000",249,8,1.57881209018497,3.24819766486615,2.31038611194253,7,0.566546476178176,0.340685619264127,"1000","Chancaní Provincial Natural Park and Forest Reserve (primary forest)","Neotropic","-30.366676","-65.433342","trees"
"1001",212,8,1.64357626004825,4.59711136835604,3.69808201058201,8,0.733575872303822,0.217613833113826,"1001","Chancaní Provincial Natural Park and Forest Reserve (secondary forest)","Neotropic","-30.366676","-65.433342","trees"
"1002",538,37,9.01120109754055,11.6070306495569,6.11959330650286,15,0.678943987180653,0.640115363862392,"1002","El Pechiche","Neotropic","-1.433343","-80.683342","trees"
"1003",733,82,23.6660361321663,30.4380982535603,15.0194827007054,23,0.775110658097388,0.706346850753235,"1003","Ialong","Indomalaya","25.466677","92.416679","trees"
"1004",469,80,27.721864099422,34.8595009219265,19.9067658262289,17,0.810429972115767,0.560266058135005,"1004","Raliang","Indomalaya","25.50001","91.300011","trees"
"1005",385,18,3.91408399980363,7.05274153779682,4.2590458631021,12,0.675835697088641,0.504371252445751,"1005","Bolderslev Skov","Palearctic","55.033344","9.433343","trees"
"1006",490,93,34.0030781006127,49.5802617786044,32.1537842190016,19,0.861226060765604,0.433062657658485,"1006","Rio Doce","Neotropic","-19.383343","-40.066677","trees"
"1007",11050,10,1.08340285686751,2.883404793301,2.42468011046353,10,0.459905616081011,0.173272213295159,"1007","Cedar Creek Natural History Area","Nearctic","45.416676","-93.166679","trees"
"1008",1061,32,6.21947856626662,12.2150139910052,7.02736815796051,20,0.72211672218958,0.552853587355558,"1008","Volcán Pasochoa","Neotropic","-0.479732","-78.684456","trees"
"1009",182,8,1.71069472195615,5.40459065751138,4.64626234132581,8,0.811395117565914,0.151185615366308,"1009","Itasca Park","Nearctic","47.216999","-95.223","trees"
"1010",256,7,1.3293701148183,4.02108827141855,3.20817770788284,7,0.715116564325035,0.225849496582319,"1010","Waubun","Nearctic","47.201","-95.774002","trees"
"1011",369,39,11.0136013453536,14.3715634905962,8.05791597436506,16,0.727502838500234,0.578596537469357,"1011","Khok Bung Preu","Indomalaya","15.216677","101.766678","trees"
"1012",361,30,7.77296925915938,11.582466719447,7.39585704529934,15,0.720185331837312,0.448572480269189,"1012","Achanakmar-Amarkantak Biosphere Reserve (Sal Forest)","Indomalaya","21.108343","81.750008","trees"
"1013",190,22,6.43558715559952,8.00552462712624,4.93540406816932,9,0.672954808327231,0.483697334148965,"1013","Achanakmar-Amarkantak Biosphere Reserve (Degraded Forest)","Indomalaya","21.108343","81.750008","trees"
"1014",547,44,11.2756760610093,26.2491483274534,17.5538967908781,17,0.863496246212019,0.402357579211796,"1014","Sekyere East Afram Plain","Afrotropic","7.416677","-0.283343","trees"
"1016",728,90,27.0279845971183,47.7199555620439,32.1267451742139,25,0.859002924388733,0.395660799777385,"1016","Manongarivo","Afrotropic","-14.00001","48.333344","trees"
"1017",732,58,14.7886720627512,33.5990210129017,27.6048287247214,29,0.865545193195791,0.196506218809172,"1017","Fazenda Amoreiras","Neotropic","-11.860288","-52.880287","trees"
"1018",5652,6,0.662910362668219,2.51593141351431,1.8992430132049,6,0.514936906533936,0.281187685655457,"1018","Dadia-Lefkimi-Soufi (random sites)","Palearctic","41.116676","26.458344","trees"
"1019",2910,29,4.47623160351818,13.9120068942532,12.1812512231342,22,0.781859511471569,0.132854287928523,"1019","River Segire (canopy-closed stands)","Palearctic","30.35001","130.53334","trees"
"1020",599,23,4.74641236698063,12.9184355670957,10.9979121891311,15,0.816029381233166,0.160949951089034,"1020","River Segire (gaps)","Palearctic","30.366676","130.53334","trees"
"1021",1657,25,4.1765548667806,8.12181682005058,5.09692734628373,19,0.650709747569565,0.465915998412999,"1021","La Trobe University Bundoora (test tube traps)","Australasia","-37.700001","145.059998","ants"
"1022",3130,31,4.77954870358501,9.6854978809748,6.90595022860544,22,0.661222528727986,0.338246311006038,"1022","La Trobe University Bundoora (cup traps)","Australasia","-37.700001","145.059998","ants"
"1023",577,8,1.31431989960184,4.24286646697818,3.39300882064685,7,0.695013091441706,0.223522008896358,"1023","Upper Wabash River Basin","Nearctic","40.750011","-86.066673","turtles"
"1024",4613,31,4.46617010612451,4.18176879114238,2.56958183336478,18,0.416639383786436,0.486991137891906,"1024","Tateyama Range","Palearctic","36.666676","137.316681","birds"
"1025",94,36,21.3319716532175,27.2438765741021,25.7117647058824,8,0.922230031356934,0.0578801251674919,"1025","Palomares","Neotropic","17.133343","-95.066673","birds"
"1026",177,18,5.01036071426795,10.8309381204756,8.70653996646171,11,0.824256143917192,0.218332216107331,"1026","Pine Swamp","Nearctic","41.900009","-71.083344","birds"
"1027",738,53,13.0866514623968,20.3694178886629,12.2833333333333,23,0.759146863395113,0.505791322968839,"1027","Baldwin County","Nearctic","30.733343","-87.716675","birds"
"1028",1129,30,5.65959106173568,11.0801759060468,8.09277852621947,19,0.707150243663519,0.31418543314276,"1028","Hanson","Nearctic","42.083344","-70.883347","birds"
"1029",43,24,22.3982290380485,18.6216951007187,20.0666666666667,5,0.920162923717263,-0.074732759382852,"1029","Chiva Chiva Road (early shrub)","Neotropic","9.036399","-79.576675","birds"
"1030",224,49,19.355901820418,36.7896080342693,33.0807947019868,13,0.92635711280717,0.106262521415911,"1030","Chiva Chiva Road (late shrub)","Neotropic","9.036399","-79.576675","birds"
"1031",420,63,20.5551618139974,29.9042945993002,13.8873106060606,15,0.820152451360338,0.767026585020815,"1031","Pipeline Road","Neotropic","9.159732","-79.74334","birds"
"1034",486,14,2.69145375107142,6.25041363176675,4.75490196078431,10,0.694432675666161,0.273471564987906,"1034","Cold Bay (1970)","Nearctic","55.200008","-162.716675","birds"
"1035",129,25,9.24092951202563,17.3980586506506,15.2606284658041,12,0.887377700663911,0.131082419319333,"1035","La Salle Creek Bog","Nearctic","47.233341","-95.200012","birds"
"1036",587,39,9.39624216645788,16.7266143453487,9.72689740979527,20,0.768924177165975,0.54210614736765,"1036","Wanstead","Palearctic","51.580002","0.03","birds"
"1038",5127,73,12.0560335733622,21.5615145292328,11.3908346285507,41,0.715753180487612,0.638100938671518,"1038","Camarillo Oak Grove County Park","Nearctic","34.233341","-119.03334","birds"
"1039",78,18,7.33528794384518,12.8539044703441,11.0811808118081,8,0.883501441655099,0.148399367916815,"1039","Purulha","Neotropic","15.266677","-90.200012","birds"
"1040",128,21,7.14207023761525,12.4042086290762,9.26795895096921,9,0.827070869768168,0.291472643150533,"1040","Cazorla (fruitless season)","Palearctic","37.983341","-2.90001","birds"
"1041",885,24,4.54908249626124,10.1535811707418,6.46882751777741,20,0.729322595429308,0.450831594145049,"1041","Cazorla (fruiting season)","Palearctic","37.983341","-2.90001","birds"
"1042",1696,31,5.38630257705765,11.9945019080455,8.21503483514034,25,0.723487952203077,0.378482378553327,"1042","El Viso","Palearctic","37.383343","-5.716677","birds"
"1043",784,83,23.453972193485,43.5872116047157,29.7418604651163,27,0.854243031272055,0.382208298766505,"1043","Pasoh Forest Reserve (virgin forest)","Indomalaya","2.966677","102.28334","birds"
"1044",575,73,22.1631144633017,42.9656574168533,33.0248148889334,24,0.876456515542802,0.263141886653869,"1044","Pasoh Forest Reserve (regenerating forest)","Indomalaya","2.966677","102.28334","birds"
"1045",266,38,12.1317942195004,20.0780653456648,14.9978723404255,14,0.824620451898795,0.291719595784603,"1045","Horseshoe Bend Research Area","Palearctic","33.950008","-83.383347","birds"
"1046",333,65,24.1176538146651,38.1353378195213,26.5631907736665,14,0.872257679672436,0.36161490214997,"1046","Nyong River","Afrotropic","3.233343","12.183343","birds"
"1047",997,77,19.4672897769983,30.4832236102662,17.8003800236619,27,0.786678074834096,0.537956680003702,"1047","La Selva Biological Station (gap)","Neotropic","10.433343","-83.983345","birds"
"1048",637,60,16.2406809181047,22.259839896002,11.339976487712,20,0.757821943467512,0.674449928465336,"1048","La Selva Biological Station (intact forest)","Neotropic","10.433343","-83.983345","birds"
"1049",1711,38,6.8846053301471,12.1602621640164,7.64557855126999,22,0.686766808029187,0.464045922249643,"1049","St. Catherine's Monastery (fall)","Palearctic","28.560287","33.990288","birds"
"1050",756,33,7.04342541582951,11.7843298819424,8.59686116215321,16,0.705495592232829,0.315373517330702,"1050","St. Catherine's Monastery (spring)","Palearctic","28.560287","33.990288","birds"
"1051",539,26,5.70260967854804,15.6689227805836,12.1646950247504,18,0.844566536882354,0.253141403917063,"1051","Amani Site 10","Afrotropic","-5.083343","38.666676","birds"
"1052",4645,97,17.3390403395738,35.7940491349663,22.2139861925789,52,0.782078183981778,0.477059555128622,"1052","Sandrock Cliff (spring)","Nearctic","45.791676","-92.758347","birds"
"1053",11882,105,15.8603248238677,35.6504545668509,20.8568306136874,66,0.767896936956362,0.536080395637991,"1053","Sandrock Cliff (fall)","Nearctic","45.791676","-92.758347","birds"
"1054",874,103,30.3414974451671,39.8457419290011,21.8362429168336,25,0.79508759981734,0.601444438594603,"1054","Mirití Paraná River","Neotropic","-0.6","-71","birds"
"1055",1609,64,13.3285961589828,18.7067001099596,11.0298503644967,31,0.704247197055741,0.528276487393963,"1055","Makerere University Biological Field Station (unlogged)","Afrotropic","0.45001","30.558344","birds"
"1056",3811,84,15.1932385704882,19.7123945835471,9.60999207104555,41,0.67284379831668,0.718444206670531,"1056","Makerere University Biological Field Station (logged)","Afrotropic","0.45001","30.558344","birds"
"1057",1255,21,3.58260886825323,4.25435113052757,2.83029760234802,16,0.47558928674416,0.407560388666948,"1057","Fitzgerald River National Park","Australasia","-34.200008","119.366676","birds"
"1058",299,28,7.56321969599301,14.9404879030673,11.2021624339955,13,0.811497262072431,0.287968002544128,"1058","Atherton Tableland","Australasia","-17.35001","145.583344","birds"
"1059",1478,65,13.9012902609102,20.1778640365648,10.124602298552,30,0.719766990817993,0.689617830695917,"1059","Paya Indah Wetland Reserve","Indomalaya","2.916677","101.500008","birds"
"1061",1254,108,28.3270067347859,46.4390452843962,30.3086686470429,33,0.819742209773753,0.426706833013438,"1061","Tapajós National Forest (gap)","Neotropic","-3.355843","-54.949455","birds"
"1062",960,83,21.7989352755275,39.872219413005,26.2066609735269,28,0.834082998961617,0.419666211998914,"1062","Tapajós National Forest (forest)","Neotropic","-3.355843","-54.949455","birds"
"1063",758,51,12.3357504708768,27.1005209228272,20.065953280179,26,0.839191067498898,0.300528437752378,"1063","Budongo Forest Reserve Compartment N3","Afrotropic","1.833343","31.566677","birds"
"1064",110,28,12.12072090542,18.188705414204,13.75,9,0.870535049978849,0.279761995692537,"1064","Heshan Hilly Land Interdisciplinary Experimental Station","Indomalaya","22.683344","112.900009","birds"
"1065",908,49,11.0934108230499,14.7310062865573,7.72146486902061,21,0.691181590500364,0.645950447680115,"1065","Zika Forest (inside)","Afrotropic","0.12501","32.500011","birds"
"1066",489,66,20.5592377561281,30.712904555329,19.6114398422091,20,0.817414111893812,0.448569848706336,"1066","Zika Forest (outside)","Afrotropic","0.12501","32.500011","birds"
"1067",297,61,23.2617829055234,35.3207859948335,23.7087378640777,13,0.867083677776457,0.398627962581496,"1067","Cascades Region (2011)","Afrotropic","10.12501","-4.666677","birds"
"1068",370,52,16.4830538446075,24.5601244488049,16.3587347232207,14,0.810156092206107,0.406362181872556,"1068","Pico Guacamaya","Neotropic","10.365566","-67.666954","birds"
"1069",148,14,3.79530487837403,5.282149892291,3.62358427714857,9,0.630654428282992,0.376869523625052,"1069","Este del Lago de Valencia (dry season)","Neotropic","10.183343","-67.516678","birds"
"1070",165,17,4.75504471779789,7.89906103218088,5.23404255319149,9,0.729469914455544,0.411559961500691,"1070","Este del Lago de Valencia (rainy season)","Neotropic","10.183343","-67.516678","birds"
"1071",70,17,7.14505946157672,10.8438936788003,8.71841155234657,8,0.841306967573791,0.2181650670782,"1071","Kumbira Forest","Afrotropic","-10.85001","14.366677","birds"
"1072",595,33,7.53050507474663,13.3285067328371,8.46944644140906,18,0.740711998857039,0.45343995354991,"1072","Ruské","Palearctic","49.116676","22.35001","birds"
"1073",289,26,6.92386505275743,8.18792454454545,3.80959355547419,14,0.645364686972363,0.765137947291135,"1073","Kurników Beskid Mountain","Palearctic","49.116676","22.35001","birds"
"1074",58,15,6.55990992982383,8.83225807736735,6.66532258064516,7,0.804420357103274,0.281492358168192,"1074","Sungei Mandai","Indomalaya","1.466677","103.766678","birds"
"1075",584,93,31.1883316354409,61.4360544504341,49.4010446894951,20,0.908528731706538,0.218025297317326,"1075","Shasha Forest Reserve (36 mm mesh)","Afrotropic","7.083343","4.50001","birds"
"1076",386,73,26.6411593948237,42.9698475191712,30.9089018302829,16,0.876479244430884,0.329454421701523,"1076","Shasha Forest Reserve (61 mm mesh)","Afrotropic","7.083343","4.50001","birds"
"1077",466,44,11.9202171114153,14.4214707733206,7.62885509083228,16,0.705228432029783,0.636780341620515,"1077","Umdoni Park","Afrotropic","-30.400009","30.70001","birds"
"1078",128,30,12.3391574678787,17.3835697800167,12.6407465007776,10,0.839564769160555,0.318600049024028,"1078","Mt. Kitanglad (1100 - 1300 m)","Indomalaya","8.183343","124.741676","birds"
"1079",235,34,10.9156643495726,21.6733555448777,17.8538961038961,16,0.87231116318568,0.19386189750575,"1079","Mt. Kitanglad (1500 - 1800 m)","Indomalaya","8.158343","124.750008","birds"
"1080",415,19,4.1079201612182,5.85329049787761,3.40798190978696,11,0.600115673608582,0.540883680589956,"1080","Tsundashi Pass","Palearctic","35.921677","138.808624","birds"
"1081",713,18,3.35607724479537,10.1776123673811,7.41125288329586,18,0.802730802970274,0.317190937016101,"1081","Camargue National Park","Palearctic","43.489731","4.404177","birds"
"1082",1375,64,13.8997617096717,21.4663074797647,12.6999865555257,29,0.737333690447464,0.524883677149154,"1082","Crater Mountain Biological Research Station","Australasia","-6.723343","145.093338","birds"
"1083",1720,35,6.22146480372889,18.6458308709527,14.1006466873963,28,0.822879370657372,0.279401914619586,"1083","New Chum's Road","Australasia","-35.550011","148.766678","birds"
"1084",97,26,11.640735804425,15.802841703996,12.125,9,0.84717863523481,0.26492034172075,"1084","Wangasara (Forest A)","Indomalaya","17.833344","82.333344","birds"
"1085",87,23,10.2038945967614,13.1445776159607,9.56777493606138,8,0.821564049425368,0.31760865062579,"1085","Wangasara (Forest B)","Indomalaya","17.833344","82.333344","birds"
"1088",72,12,4.11198231154479,9.36175524100466,8.66440677966102,10,0.900087252311037,0.0774093394995008,"1088","House Brook Road (1979)","Australasia","-34.439999","116.050003","birds"
"1089",128,12,3.24267366675292,8.02412637602915,7.30278526504942,8,0.838040656564565,0.0941969817472703,"1089","House Brook Road (1980)","Australasia","-34.439999","116.050003","birds"
"1090",278,43,14.2272254666512,21.6955762001778,14.3936448598131,14,0.818118760866147,0.410321598032902,"1090","Makerere University Biological Field Station Compartment K-15","Afrotropic","0.45001","30.425011","birds"
"1091",2441,28,4.43580561284955,4.89863860988288,3.03843626672761,18,0.476848682889527,0.477614334664155,"1091","Ngulia Safari Lodge","Afrotropic","-3.32501","38.141399","birds"
"1092",143,30,11.5747280301953,17.3243105471496,14.1603905160391,8,0.838560785799493,0.201662082324192,"1092","Palenque National Park (control sites)","Neotropic","18.482788","-92.051674","birds"
"1093",75,21,9.68455679061982,14.4582435004337,12.3883928571429,8,0.877400246178048,0.154504762027627,"1093","Palenque National Park (connected sites)","Neotropic","18.482788","-92.051674","birds"
"1094",109,23,8.90259693657486,12.136330821288,8.69423929098966,8,0.796111658727669,0.333542845293223,"1094","Palenque National Park (unconnected sites)","Neotropic","18.482788","-92.051674","birds"
"1095",790,54,13.1262333505626,21.5741676835712,13.7377677862999,22,0.769994721100122,0.451347845779087,"1095","Estação Ecológica de Águas Emendadas","Neotropic","-15.583343","-47.583344","birds"
"1096",409,66,22.2714846099577,34.8416838349662,21.230534351145,18,0.847519592893452,0.495374036302647,"1096","Limbo Hunt Club (gap)","Neotropic","9.159732","-79.74334","birds"
"1097",417,53,16.0984523629076,21.2625921971154,9.66848734812173,17,0.769955801842972,0.788077423908856,"1097","Limbo Hunt Club (forest)","Neotropic","9.159732","-79.74334","birds"
"1098",77,19,8.06487035477032,9.77677132206236,5.98364008179959,8,0.774344218034565,0.490980206767933,"1098","Linggoasri (selectively logged)","Indomalaya","-7.00001","109.500008","birds"
"1099",47,14,6.74591217425005,9.66316395339523,8.25190839694656,6,0.859519458160385,0.157876631567042,"1099","Linggoasri (secondary 1)","Indomalaya","-7.00001","109.500008","birds"
"1100",133,31,12.7082941631248,16.2865237912899,10.1714947856315,11,0.812565055845896,0.470748825421815,"1100","Linggoasri (secondary 2)","Indomalaya","-7.00001","109.500008","birds"
"1101",5,3,3.1665446419458,2.87174588749259,5,2,0.960229717860761,-0.554517744447956,"1101","Linggoasri (pine plantation)","Indomalaya","-7.00001","109.500008","birds"
"1102",104,29,13.3359028254686,15.5207024332493,10.1825095057034,8,0.814355171644127,0.421503279531833,"1102","Cape Receife","Afrotropic","-34.033344","25.70001","birds"
"1103",628,68,19.3806113870998,36.5881595466903,25.1923224568138,25,0.853114848918915,0.373185394727916,"1103","William Trelease Woods (gap, spring)","Nearctic","40.116676","-88.200012","birds"
"1104",721,37,8.25719269294819,22.0928577526159,17.1078302135513,25,0.857193226918018,0.255718111749263,"1104","Biological Station Rybachy","Palearctic","55.1539","20.859177","birds"
"1105",140,12,3.14227185903463,5.58707346123089,3.88423153692615,9,0.692362274107091,0.363530457329966,"1105","Freeville","Nearctic","42.516678","-76.350014","birds"
"1106",47,24,19.6498604567473,18.6169723561586,18.9649122807018,5,0.92008311155561,-0.0185168928868946,"1106","Paso de Portachuelo","Neotropic","10.429732","-67.633347","birds"
"1107",1696,30,5.17701292559559,4.89666314006514,2.78130702234744,14,0.467057275146014,0.565633012173587,"1107","Camino","Neotropic","-27.216677","-65.633347","birds"
"1108",1416,33,6.04288432710754,5.53311026767759,2.79476542906799,17,0.489273957724252,0.683001914925621,"1108","Toma","Neotropic","-27.216677","-65.633347","birds"
"1109",482,15,2.93744416457836,3.92410904712817,2.09929553233488,14,0.504842683694918,0.625537503448097,"1109","Lighthouse Tract","Nearctic","40.700008","-72.983345","birds"
"1110",527,62,18.2513586716771,31.2529200804363,20.5700504600772,20,0.834020047145443,0.418276657638259,"1110","Wateree","Nearctic","33.883343","-80.700012","birds"
"1112",898,50,11.4228395320761,24.1909893882046,17.0002532607319,28,0.814407333514151,0.352751982861391,"1112","Tari Gap","Australasia","-5.95001","143.166672","birds"
"1113",1120,33,6.37819511337356,14.9816462203987,9.98184077224505,22,0.774151297836314,0.406058347171742,"1113","Paluma Range","Australasia","-19.00001","146.166672","birds"
"1114",628,64,17.8286517594744,33.7210489081171,21.9460483781072,23,0.845929584588606,0.429535144077137,"1114","Biological Dynamics of Forest Fragments Project Site KM41","Neotropic","-2.408343","-59.733341","birds"
"1115",128,27,10.4488965657749,16.3740851218071,12.6211180124224,12,0.848251907845744,0.260328465822602,"1115","El Rey National Park (Selva Basal, dry season 1994)","Neotropic","-24.75001","-64.666679","birds"
"1116",596,57,15.5134586598748,33.1855342510251,26.233170587365,23,0.866205702980386,0.235089402689687,"1116","São Paulo Metropolitan Area","Neotropic","-23.550011","-46.633343","birds"
"1117",356,70,26.0738669874794,42.6174372216797,30.5708756652153,16,0.883198233774533,0.332215713891768,"1117","Jarí Celulose S.A. (terra firme, control)","Neotropic","-0.883343","-52.60001","birds"
"1118",511,67,20.6164416867278,38.6927189403892,27.9744525547445,20,0.869421803724924,0.324359756341926,"1118","Serra da Canastra National Park","Neotropic","-21.75001","-46.625011","birds"
"1119",207,46,18.3359967766584,26.9981204484464,19.2950226244344,11,0.860818997982674,0.335920083017577,"1119","Jaú National Park (near stream)","Neotropic","-2.091677","-62.058342","birds"
"1120",254,53,20.3876553048173,34.3069863389382,28.0375218150087,15,0.890450650420623,0.201805338870798,"1120","Jaú National Park (plateau)","Neotropic","-2.091677","-62.058342","birds"
"1121",582,64,18.3489447748529,37.7822964025733,26.1436523890521,21,0.87327308101281,0.368234221200743,"1121","Cachil Valley","Neotropic","-7.40001","-78.78334","birds"
"1122",2948,59,10.4502567316108,20.4148076224972,12.605273237998,34,0.739726009357539,0.48214526402795,"1122","Lucky Peak (willow riparian)","Nearctic","45.60001","-116.083344","birds"
"1123",554,44,11.2278317202993,25.3567820122558,18.9862419434804,24,0.854356293426216,0.289331620620743,"1123","McGregor Range (arroyo)","Nearctic","31.800011","-106.416679","birds"
"1124",169,28,9.56740140033904,14.3560899392984,8.98481012658228,10,0.799523027490621,0.468638850447806,"1124","McGregor Range (upland)","Nearctic","31.800011","-106.416679","birds"
"1125",199,60,29.1689560677098,42.7166774904873,37.7413793103448,10,0.917018428827737,0.123832330551854,"1125","Para La Tierra Biological Station","Neotropic","-23.800011","-56.283344","birds"
"1126",13446,31,3.79267665031357,14.4852437160689,10.8942603660051,30,0.778433435336838,0.284894377868838,"1126","Yakutat","Nearctic","59.500011","-139.666672","birds"
"1127",2990,53,9.15003702833016,13.1738631276846,9.09516579111805,28,0.649381671857654,0.370491759961442,"1127","Burullus Ringing Station (Autumn 2005)","Palearctic","31","30","birds"
